cus_no;account;date
37265;5691354;850404
37317;5692444;850317
37330;6377153;850322
37346;5693062;850324
37392;5694138;850315
37396;5694223;850318
37401;5694334;850322
37448;5695333;850412
37475;7082155;850323
37476;5695944;850405
37503;5696514;850431
37513;6378830;850328
37545;5697435;850410
37584;5698260;850328
37597;5698533;850404
37607;7083313;850413
37607;5718297;850413
37664;5699942;850324
37682;5700352;850328
37690;5700522;850406
37710;5700967;850325
37765;5702149;850327
37780;5702475;850327
37786;5702592;850412
37921;6382522;850331
37987;5706815;850331
37990;5706881;850310
38031;5707851;850407
38056;5708459;850410
38159;5710814;850404
38226;5712401;850413
38235;5712607;850407
38286;5713758;850411
38292;5713896;850407
38296;5713980;850420
38393;5716173;850417
38396;5716240;850417
38469;6386660;850429
38531;5719175;850412
38544;5719437;850420
38631;5721393;850415
38690;5722693;850418
38707;5723083;850426
38743;5723913;850415
38763;5724347;850419
38778;5724721;850417
38785;5724882;850422
38809;5725416;850421
38819;5725642;850417
38838;7087382;850427
38838;5733606;850427
38866;5726663;850420
38938;6390091;850431
38958;7087789;850420
38958;5728660;850420
38993;6390511;850429
39036;6390824;850421
39059;5730848;850426
39061;5730901;850429
39083;6391196;850422
39127;5732292;850426
39129;5732335;850429
39148;5732700;850424
39194;5733694;850502
39776;5737736;850431
39957;5741996;850503
